ENDW,AREGWLD,ENDWRES,SCEN,Value
AEZ2,LowIncome,pe,BAU_aECOLLPS,361.56213379
AEZ3,LowIncome,pe,BAU_aECOLLPS,363.95278931
AEZ4,LowIncome,pe,BAU_aECOLLPS,365.28363037
AEZ5,LowIncome,pe,BAU_aECOLLPS,358.04959106
AEZ6,LowIncome,pe,BAU_aECOLLPS,356.19235229
AEZ7,LowIncome,pe,BAU_aECOLLPS,314.89511108
AEZ8,LowIncome,pe,BAU_aECOLLPS,320.66870117
AEZ9,LowIncome,pe,BAU_aECOLLPS,327.29489136
AEZ10,LowIncome,pe,BAU_aECOLLPS,247.40608215
AEZ11,LowIncome,pe,BAU_aECOLLPS,217.50309753
AEZ12,LowIncome,pe,BAU_aECOLLPS,243.30020142
AEZ13,LowIncome,pe,BAU_aECOLLPS,356.62530518
AEZ14,LowIncome,pe,BAU_aECOLLPS,362.46939087
AEZ15,LowIncome,pe,BAU_aECOLLPS,339.31259155
AEZ16,LowIncome,pe,BAU_aECOLLPS,363.78039551
AEZ17,LowIncome,pe,BAU_aECOLLPS,359.50958252
AEZ18,LowIncome,pe,BAU_aECOLLPS,362.10192871
UnSkLab,LowIncome,pe,BAU_aECOLLPS,-2.7674560547
SkLab,LowIncome,pe,BAU_aECOLLPS,-2.5524098873
Capital,LowIncome,pe,BAU_aECOLLPS,-3.151402235
NatRes,LowIncome,pe,BAU_aECOLLPS,12.69998455
AEZ1,World,pe,BAU_aECOLLPS,123.46831512
AEZ2,World,pe,BAU_aECOLLPS,62.381263733
AEZ3,World,pe,BAU_aECOLLPS,83.155960083
AEZ4,World,pe,BAU_aECOLLPS,91.205352783
AEZ5,World,pe,BAU_aECOLLPS,123.69412231
AEZ6,World,pe,BAU_aECOLLPS,342.52929688
AEZ7,World,pe,BAU_aECOLLPS,118.72754669
AEZ8,World,pe,BAU_aECOLLPS,176.28981018
AEZ9,World,pe,BAU_aECOLLPS,194.25526428
AEZ10,World,pe,BAU_aECOLLPS,219.94714355
AEZ11,World,pe,BAU_aECOLLPS,204.18901062
AEZ12,World,pe,BAU_aECOLLPS,230.56314087
AEZ13,World,pe,BAU_aECOLLPS,178.40855408
AEZ14,World,pe,BAU_aECOLLPS,217.20838928
AEZ15,World,pe,BAU_aECOLLPS,210.84292603
AEZ16,World,pe,BAU_aECOLLPS,146.98252869
AEZ17,World,pe,BAU_aECOLLPS,210.59957886
AEZ18,World,pe,BAU_aECOLLPS,208.49601746
UnSkLab,World,pe,BAU_aECOLLPS,-8.314491272
SkLab,World,pe,BAU_aECOLLPS,-7.6117734909
Capital,World,pe,BAU_aECOLLPS,-8.9047517776
NatRes,World,pe,BAU_aECOLLPS,17.264530182
AEZ1,HighIncome,qe,BAU_aECOLLPS,0.15610857308
AEZ2,HighIncome,qe,BAU_aECOLLPS,0.4493252337
AEZ3,HighIncome,qe,BAU_aECOLLPS,1.2682523727
AEZ4,HighIncome,qe,BAU_aECOLLPS,2.4350950718
AEZ5,HighIncome,qe,BAU_aECOLLPS,1.2290891409
AEZ6,HighIncome,qe,BAU_aECOLLPS,1.7481787205
AEZ7,HighIncome,qe,BAU_aECOLLPS,0.10067084432
AEZ8,HighIncome,qe,BAU_aECOLLPS,0.0550038293
AEZ9,HighIncome,qe,BAU_aECOLLPS,0.049799658358
AEZ10,HighIncome,qe,BAU_aECOLLPS,0.057580430061
AEZ11,HighIncome,qe,BAU_aECOLLPS,0.10313548148
AEZ12,HighIncome,qe,BAU_aECOLLPS,-6.24114042147994E-0003
AEZ1,MidIncome,qe,BAU_aECOLLPS,0.02590905875
AEZ2,MidIncome,qe,BAU_aECOLLPS,-0.017482334748
AEZ3,MidIncome,qe,BAU_aECOLLPS,0.39274436235
AEZ4,MidIncome,qe,BAU_aECOLLPS,0.68693429232
AEZ5,MidIncome,qe,BAU_aECOLLPS,1.892013073
AEZ6,MidIncome,qe,BAU_aECOLLPS,6.2026433945
AEZ7,MidIncome,qe,BAU_aECOLLPS,0.02286593616
AEZ8,MidIncome,qe,BAU_aECOLLPS,0.45853322744
AEZ9,MidIncome,qe,BAU_aECOLLPS,0.39321929216
AEZ10,MidIncome,qe,BAU_aECOLLPS,0.18426883221
AEZ11,MidIncome,qe,BAU_aECOLLPS,0.076785027981
AEZ12,MidIncome,qe,BAU_aECOLLPS,0.26835271716
AEZ13,MidIncome,qe,BAU_aECOLLPS,3.76733951270580E-0003
AEZ14,MidIncome,qe,BAU_aECOLLPS,0.060101475567
AEZ15,MidIncome,qe,BAU_aECOLLPS,0.39945757389
AEZ16,MidIncome,qe,BAU_aECOLLPS,1.49406469427049E-0003
AEZ17,MidIncome,qe,BAU_aECOLLPS,3.10495874146000E-0004
AEZ18,MidIncome,qe,BAU_aECOLLPS,5.76854836253915E-0005
AEZ1,LowIncome,qe,BAU_aECOLLPS,0.052404340357
AEZ2,LowIncome,qe,BAU_aECOLLPS,0.042136572301
AEZ3,LowIncome,qe,BAU_aECOLLPS,0.074220120907
AEZ4,LowIncome,qe,BAU_aECOLLPS,6.06875307857990E-0003
AEZ5,LowIncome,qe,BAU_aECOLLPS,3.52437578840181E-0004
AEZ6,LowIncome,qe,BAU_aECOLLPS,7.78501713648438E-0003
AEZ7,LowIncome,qe,BAU_aECOLLPS,0.75491797924
AEZ8,LowIncome,qe,BAU_aECOLLPS,1.374961853
AEZ9,LowIncome,qe,BAU_aECOLLPS,0.44080764055
AEZ10,LowIncome,qe,BAU_aECOLLPS,0.71349906921
AEZ11,LowIncome,qe,BAU_aECOLLPS,0.31940582395
AEZ12,LowIncome,qe,BAU_aECOLLPS,0.19448600709
AEZ13,LowIncome,qe,BAU_aECOLLPS,3.09696588374209E-0005
AEZ14,LowIncome,qe,BAU_aECOLLPS,0.14011909068
AEZ15,LowIncome,qe,BAU_aECOLLPS,0.26897957921
AEZ16,LowIncome,qe,BAU_aECOLLPS,2.64442106708884E-0003
AEZ1,World,qe,BAU_aECOLLPS,0.052146647125
AEZ2,World,qe,BAU_aECOLLPS,0.043783087283
AEZ3,World,qe,BAU_aECOLLPS,0.49903154373
AEZ4,World,qe,BAU_aECOLLPS,1.0798175335
AEZ5,World,qe,BAU_aECOLLPS,1.7647744417
AEZ6,World,qe,BAU_aECOLLPS,5.5774569511
AEZ7,World,qe,BAU_aECOLLPS,0.071088567376
AEZ8,World,qe,BAU_aECOLLPS,0.6680547595
AEZ9,World,qe,BAU_aECOLLPS,0.39795094728
AEZ10,World,qe,BAU_aECOLLPS,0.44642698765
AEZ11,World,qe,BAU_aECOLLPS,0.18101584911
AEZ12,World,qe,BAU_aECOLLPS,0.25660353899
AEZ13,World,qe,BAU_aECOLLPS,2.61290115304291E-0003
AEZ14,World,qe,BAU_aECOLLPS,0.081265583634
AEZ15,World,qe,BAU_aECOLLPS,0.31987780333
AEZ16,World,qe,BAU_aECOLLPS,1.61378155462444E-0003
AEZ17,World,qe,BAU_aECOLLPS,1.45189042086713E-0004
AEZ18,World,qe,BAU_aECOLLPS,2.59202788583934E-0005
