REGWLD,GDPEX,SCEN,Value
EU27,IntnlMargins,BAU_aES,5.56104443967342E-0003
IDN,IntnlMargins,BAU_aES,9.75821239990182E-0005
INDIA,IntnlMargins,BAU_aES,8.56793858110905E-0003
JAPAN,IntnlMargins,BAU_aES,0.010616444051
KOR,IntnlMargins,BAU_aES,0.026290554553
MAR,IntnlMargins,BAU_aES,3.10968048870564E-0003
MDG,IntnlMargins,BAU_aES,5.86852023843676E-0004
MEAS_NAfr,IntnlMargins,BAU_aES,-2.73838429711759E-0003
MEX,IntnlMargins,BAU_aES,1.47578888572752E-0004
MYS,IntnlMargins,BAU_aES,4.85136359930038E-0003
NGA,IntnlMargins,BAU_aES,-3.88670363463461E-0004
Oceania,IntnlMargins,BAU_aES,-9.01524210348725E-0004
Oth_CEE_CIS,IntnlMargins,BAU_aES,1.85081036761403E-0003
Oth_Europe,IntnlMargins,BAU_aES,1.42848619725555E-0003
PAK,IntnlMargins,BAU_aES,-1.23013436677866E-0004
PHL,IntnlMargins,BAU_aES,4.27257153205574E-0004
POL,IntnlMargins,BAU_aES,9.84920375049114E-0003
R_S_Asia,IntnlMargins,BAU_aES,3.19151580333710E-0003
R_SE_Asia,IntnlMargins,BAU_aES,0.048643782735
Russia,IntnlMargins,BAU_aES,-2.50800070352852E-0003
S_o_Amer,IntnlMargins,BAU_aES,2.58014770224690E-0004
S_S_AFR,IntnlMargins,BAU_aES,1.26824568724260E-0004
TUR,IntnlMargins,BAU_aES,2.88847484625876E-0003
USA,IntnlMargins,BAU_aES,7.17521237675101E-0004
VNM,IntnlMargins,BAU_aES,1.86929930350743E-0004
XAC,IntnlMargins,BAU_aES,-2.55883001955226E-0004
ZAF,IntnlMargins,BAU_aES,9.98940231511369E-0005
World,IntnlMargins,BAU_aES,3.33008356392384E-0003
ARG,Imports,BAU_aES,-7.88178108632565E-0003
BGD,Imports,BAU_aES,-0.14848026633
BRAZIL,Imports,BAU_aES,-0.050685122609
C_C_Amer,Imports,BAU_aES,0.056692481041
CAN,Imports,BAU_aES,-0.096581608057
CHIHKG,Imports,BAU_aES,-0.19713912904
COL,Imports,BAU_aES,-0.21183776855
E_Asia,Imports,BAU_aES,-0.057801872492
EGY,Imports,BAU_aES,0.053572677076
ETH,Imports,BAU_aES,-0.17874392867
EU27,Imports,BAU_aES,2.09779129363596E-0003
IDN,Imports,BAU_aES,-0.055361840874
INDIA,Imports,BAU_aES,0.063661836088
JAPAN,Imports,BAU_aES,7.27606285363436E-0003
KOR,Imports,BAU_aES,-0.02366514504
MAR,Imports,BAU_aES,0.021815244108
MDG,Imports,BAU_aES,9.00202989578247E-0003
MEAS_NAfr,Imports,BAU_aES,-0.58071607351
MEX,Imports,BAU_aES,-0.011402336881
MYS,Imports,BAU_aES,3.14379623159766E-0003
NGA,Imports,BAU_aES,-0.091115377843
Oceania,Imports,BAU_aES,-0.25780642033
Oth_CEE_CIS,Imports,BAU_aES,-0.074656970799
Oth_Europe,Imports,BAU_aES,-0.077400714159
PAK,Imports,BAU_aES,-0.091479666531
PHL,Imports,BAU_aES,0.041187688708
POL,Imports,BAU_aES,0.031186141074
R_S_Asia,Imports,BAU_aES,0.024647723883
R_SE_Asia,Imports,BAU_aES,0.40727257729
Russia,Imports,BAU_aES,-0.45291921496
S_o_Amer,Imports,BAU_aES,-0.15800271928
S_S_AFR,Imports,BAU_aES,-0.14928071201
TUR,Imports,BAU_aES,-0.016541933641
USA,Imports,BAU_aES,5.75672695413232E-0003
VNM,Imports,BAU_aES,-0.10791866481
XAC,Imports,BAU_aES,-0.81216675043
ZAF,Imports,BAU_aES,-0.028776587918
World,Imports,BAU_aES,-0.096168525517
ARG,Household,GlOBPES,4.56301309168339E-0003
BGD,Household,GlOBPES,-0.032621018589
BRAZIL,Household,GlOBPES,-2.38016992807388E-0003
C_C_Amer,Household,GlOBPES,0.012461978011
CAN,Household,GlOBPES,-0.034678027034
CHIHKG,Household,GlOBPES,0.019174721092
COL,Household,GlOBPES,0.016149077564
E_Asia,Household,GlOBPES,0.019665466622
EGY,Household,GlOBPES,0.31325769424
ETH,Household,GlOBPES,-0.022331049666
EU27,Household,GlOBPES,-0.028975227848
IDN,Household,GlOBPES,0.51686012745
INDIA,Household,GlOBPES,0.032777458429
JAPAN,Household,GlOBPES,-0.026728693396
KOR,Household,GlOBPES,-0.0197407417
MAR,Household,GlOBPES,5.68505469709635E-0003
MDG,Household,GlOBPES,0.076305195689
MEAS_NAfr,Household,GlOBPES,0.066230386496
MEX,Household,GlOBPES,0.042933791876
MYS,Household,GlOBPES,0.11395171285
NGA,Household,GlOBPES,-0.015610462055
Oceania,Household,GlOBPES,-0.022754188627
Oth_CEE_CIS,Household,GlOBPES,0.024409664795
Oth_Europe,Household,GlOBPES,0.012314511463
PAK,Household,GlOBPES,-0.011485222727
PHL,Household,GlOBPES,0.031870752573
POL,Household,GlOBPES,0.048352181911
R_S_Asia,Household,GlOBPES,0.029521495104
R_SE_Asia,Household,GlOBPES,5.12169068679214E-0003
Russia,Household,GlOBPES,0.025311732665
S_o_Amer,Household,GlOBPES,0.018665079027
S_S_AFR,Household,GlOBPES,0.11972600967
TUR,Household,GlOBPES,0.014662780799
USA,Household,GlOBPES,-0.029117293656
VNM,Household,GlOBPES,0.044915493578
XAC,Household,GlOBPES,0.20292183757
ZAF,Household,GlOBPES,8.44460353255272E-0003
World,Household,GlOBPES,6.65128836408258E-0003
ARG,Investment,GlOBPES,5.04512432962656E-0003
BGD,Investment,GlOBPES,7.32859969139099E-0003
BRAZIL,Investment,GlOBPES,5.90715929865837E-0003
C_C_Amer,Investment,GlOBPES,4.43896930664778E-0003
CAN,Investment,GlOBPES,5.03532914444804E-0003
CHIHKG,Investment,GlOBPES,0.010612506419
COL,Investment,GlOBPES,8.81526991724968E-0003
E_Asia,Investment,GlOBPES,6.54597394168377E-0003
EGY,Investment,GlOBPES,2.86832754500210E-0003
ETH,Investment,GlOBPES,0.010844254866
EU27,Investment,GlOBPES,4.51839156448841E-0003
IDN,Investment,GlOBPES,0.010948745534
INDIA,Investment,GlOBPES,8.71011056005955E-0003
JAPAN,Investment,GlOBPES,4.85613476485014E-0003
KOR,Investment,GlOBPES,8.35821032524109E-0003
MAR,Investment,GlOBPES,0.013201175258
MDG,Investment,GlOBPES,3.02707171067595E-0003
MEAS_NAfr,Investment,GlOBPES,8.35493206977844E-0003
MEX,Investment,GlOBPES,5.17300516366959E-0003
MYS,Investment,GlOBPES,6.86015328392386E-0003
NGA,Investment,GlOBPES,1.33965793065727E-0003
Oceania,Investment,GlOBPES,6.28980249166489E-0003
Oth_CEE_CIS,Investment,GlOBPES,6.49663247168064E-0003
Oth_Europe,Investment,GlOBPES,7.99634866416454E-0003
PAK,Investment,GlOBPES,4.62948996573687E-0003
PHL,Investment,GlOBPES,4.17602155357599E-0003
POL,Investment,GlOBPES,6.02279510349035E-0003
R_S_Asia,Investment,GlOBPES,8.91627371311188E-0003
R_SE_Asia,Investment,GlOBPES,0.011286815628
Russia,Investment,GlOBPES,5.58330118656158E-0003
S_o_Amer,Investment,GlOBPES,7.41395540535450E-0003
S_S_AFR,Investment,GlOBPES,5.62869105488062E-0003
TUR,Investment,GlOBPES,5.30255166813731E-0003
USA,Investment,GlOBPES,4.88082179799676E-0003
VNM,Investment,GlOBPES,7.38931261003017E-0003
XAC,Investment,GlOBPES,8.92692245543003E-0004
ZAF,Investment,GlOBPES,3.74942366033793E-0003
World,Investment,GlOBPES,6.51700794696808E-0003
ARG,Government,GlOBPES,-4.28546452894807E-0003
BGD,Government,GlOBPES,-3.00395605154335E-0003
BRAZIL,Government,GlOBPES,-1.11415097489953E-0003
C_C_Amer,Government,GlOBPES,1.25006097368896E-0003
CAN,Government,GlOBPES,-0.010451337323
CHIHKG,Government,GlOBPES,1.52624433394521E-0003
COL,Government,GlOBPES,2.89583858102560E-0003
E_Asia,Government,GlOBPES,0.010062895715
EGY,Government,GlOBPES,0.011668125167
ETH,Government,GlOBPES,-5.23271388374269E-0004
EU27,Government,GlOBPES,-0.012287884951
IDN,Government,GlOBPES,0.11693806201
INDIA,Government,GlOBPES,4.72084619104862E-0004
JAPAN,Government,GlOBPES,-0.010033496656
KOR,Government,GlOBPES,-6.67973794043064E-0003
MAR,Government,GlOBPES,-0.022995593026
MDG,Government,GlOBPES,1.50795257650316E-0003
MEAS_NAfr,Government,GlOBPES,0.011218141764
MEX,Government,GlOBPES,7.75948446244001E-0003
MYS,Government,GlOBPES,0.035577327013
NGA,Government,GlOBPES,1.73459993675351E-0003
Oceania,Government,GlOBPES,-5.99430780857801E-0003
Oth_CEE_CIS,Government,GlOBPES,9.59030061494559E-0004
Oth_Europe,Government,GlOBPES,2.55535123869777E-0003
PAK,Government,GlOBPES,-5.93918655067682E-0003
PHL,Government,GlOBPES,5.46082155779004E-0004
POL,Government,GlOBPES,0.015549985692
R_S_Asia,Government,GlOBPES,-1.95560278370976E-0003
R_SE_Asia,Government,GlOBPES,2.57562613114715E-0004
Russia,Government,GlOBPES,6.08707964420319E-0003
S_o_Amer,Government,GlOBPES,1.80390314199030E-0003
S_S_AFR,Government,GlOBPES,0.049418266863
TUR,Government,GlOBPES,-1.50117441080511E-0003
USA,Government,GlOBPES,-5.35939447581768E-0003
VNM,Government,GlOBPES,1.67321693152189E-0003
XAC,Government,GlOBPES,0.094482153654
ZAF,Government,GlOBPES,0.010150788352
World,Government,GlOBPES,-4.75607637781650E-0004
ARG,Exports,GlOBPES,0.041300736368
BGD,Exports,GlOBPES,-9.73096303641796E-0003
BRAZIL,Exports,GlOBPES,8.62083211541176E-0003
C_C_Amer,Exports,GlOBPES,0.011404137127
CAN,Exports,GlOBPES,0.01693360135
CHIHKG,Exports,GlOBPES,1.46707298699766E-0003
COL,Exports,GlOBPES,5.84592949599028E-0003
E_Asia,Exports,GlOBPES,-0.015974458307
EGY,Exports,GlOBPES,-0.061393290758
ETH,Exports,GlOBPES,2.63146217912436E-0003
EU27,Exports,GlOBPES,0.039145685732
IDN,Exports,GlOBPES,-0.52536594868
INDIA,Exports,GlOBPES,0.018866743892
JAPAN,Exports,GlOBPES,0.033907905221
KOR,Exports,GlOBPES,0.018457487226
MAR,Exports,GlOBPES,0.05393756181
MDG,Exports,GlOBPES,3.63786192610860E-0003
MEAS_NAfr,Exports,GlOBPES,5.97764272242785E-0004
MEX,Exports,GlOBPES,-0.044852279127
MYS,Exports,GlOBPES,-0.19930069149
NGA,Exports,GlOBPES,2.72781774401665E-0003
Oceania,Exports,GlOBPES,0.012618076056
Oth_CEE_CIS,Exports,GlOBPES,0.012173943222
Oth_Europe,Exports,GlOBPES,-8.21078754961491E-0003
PAK,Exports,GlOBPES,0.031292147934
PHL,Exports,GlOBPES,-0.022828456014
POL,Exports,GlOBPES,-9.88324172794819E-0005
R_S_Asia,Exports,GlOBPES,-5.73571398854256E-0003
R_SE_Asia,Exports,GlOBPES,-5.50803914666176E-0003
Russia,Exports,GlOBPES,1.13463040906936E-0003
S_o_Amer,Exports,GlOBPES,0.011473586783
S_S_AFR,Exports,GlOBPES,-0.16150027514
TUR,Exports,GlOBPES,-4.11115353927016E-0004
USA,Exports,GlOBPES,0.022435106337
VNM,Exports,GlOBPES,-0.030768191442
XAC,Exports,GlOBPES,-0.040945895016
ZAF,Exports,GlOBPES,-0.029856275767
World,Exports,GlOBPES,5.40013099089265E-0003
ARG,IntnlMargins,GlOBPES,-5.80581581743900E-0005
BGD,IntnlMargins,GlOBPES,-8.82962680748278E-0008
BRAZIL,IntnlMargins,GlOBPES,6.50101428618655E-0005
C_C_Amer,IntnlMargins,GlOBPES,1.11796543933451E-0004
CAN,IntnlMargins,GlOBPES,3.32614639773965E-0004
CHIHKG,IntnlMargins,GlOBPES,-7.38709059078246E-0005
COL,IntnlMargins,GlOBPES,-4.70267696073279E-0005
E_Asia,IntnlMargins,GlOBPES,1.35977257741615E-0004
EGY,IntnlMargins,GlOBPES,-7.21910444553942E-0004
ETH,IntnlMargins,GlOBPES,6.80312747135758E-0004
EU27,IntnlMargins,GlOBPES,7.35425273887813E-0004
IDN,IntnlMargins,GlOBPES,-3.81302234018222E-0005
INDIA,IntnlMargins,GlOBPES,-1.02738165878691E-0004
JAPAN,IntnlMargins,GlOBPES,9.22911218367517E-0004
KOR,IntnlMargins,GlOBPES,1.72692211344838E-0003
MAR,IntnlMargins,GlOBPES,4.79640148114413E-0004
MDG,IntnlMargins,GlOBPES,1.88828271348029E-0005
MEAS_NAfr,IntnlMargins,GlOBPES,-2.31498750508763E-0004
MEX,IntnlMargins,GlOBPES,6.51761320114019E-0006
MYS,IntnlMargins,GlOBPES,6.18923862930387E-0004
NGA,IntnlMargins,GlOBPES,-1.94349922821857E-0005
Oceania,IntnlMargins,GlOBPES,1.16567622171715E-0004
Oth_CEE_CIS,IntnlMargins,GlOBPES,7.42210540920496E-0005
Oth_Europe,IntnlMargins,GlOBPES,1.88718448043801E-0004
PAK,IntnlMargins,GlOBPES,3.18853417411447E-0005
PHL,IntnlMargins,GlOBPES,2.47544107878639E-0007
POL,IntnlMargins,GlOBPES,-2.90920521365479E-0004
R_S_Asia,IntnlMargins,GlOBPES,7.61994233471341E-0005
R_SE_Asia,IntnlMargins,GlOBPES,1.67827960103750E-0003
Russia,IntnlMargins,GlOBPES,-7.99009649199434E-0005
S_o_Amer,IntnlMargins,GlOBPES,5.67558436159743E-0006
S_S_AFR,IntnlMargins,GlOBPES,-1.77601337782107E-0004
TUR,IntnlMargins,GlOBPES,4.64216318505351E-0005
USA,IntnlMargins,GlOBPES,2.05485848709941E-0004
VNM,IntnlMargins,GlOBPES,-5.59799445909448E-0006
XAC,IntnlMargins,GlOBPES,-3.94626367778983E-0005
ZAF,IntnlMargins,GlOBPES,1.09537741082022E-0005
World,IntnlMargins,GlOBPES,2.46206560404971E-0004
ARG,Imports,GlOBPES,-0.015861522406
BGD,Imports,GlOBPES,-0.024206474423
BRAZIL,Imports,GlOBPES,5.48262498341501E-0004
C_C_Amer,Imports,GlOBPES,-3.13894590362906E-0003
CAN,Imports,GlOBPES,0.015408145264
CHIHKG,Imports,GlOBPES,-3.89746902510524E-0003
COL,Imports,GlOBPES,-0.021233052015
E_Asia,Imports,GlOBPES,-0.034099247307
EGY,Imports,GlOBPES,8.79369035828859E-0004
ETH,Imports,GlOBPES,0.022338461131
EU27,Imports,GlOBPES,-1.17289880290627E-0003
IDN,Imports,GlOBPES,-0.33981999755
INDIA,Imports,GlOBPES,-4.85354475677013E-0003
JAPAN,Imports,GlOBPES,3.30196321010590E-0003
KOR,Imports,GlOBPES,5.06616570055485E-0003
MAR,Imports,GlOBPES,0.020959155634
MDG,Imports,GlOBPES,-0.014003902674
MEAS_NAfr,Imports,GlOBPES,-0.019753757864
MEX,Imports,GlOBPES,-9.83954221010208E-0003
MYS,Imports,GlOBPES,-0.04574849084
NGA,Imports,GlOBPES,-5.81228826195002E-0003
Oceania,Imports,GlOBPES,0.014495783485
Oth_CEE_CIS,Imports,GlOBPES,-9.07756388187408E-0003
Oth_Europe,Imports,GlOBPES,-0.0113653671
PAK,Imports,GlOBPES,-0.036255035549
PHL,Imports,GlOBPES,0.014948356897
POL,Imports,GlOBPES,0.012635151856
R_S_Asia,Imports,GlOBPES,-0.01042380929
R_SE_Asia,Imports,GlOBPES,-0.01209713053
Russia,Imports,GlOBPES,-0.02295457013
S_o_Amer,Imports,GlOBPES,-8.04456695914269E-0003
S_S_AFR,Imports,GlOBPES,-0.08437345922
TUR,Imports,GlOBPES,-5.72467781603336E-0003
USA,Imports,GlOBPES,0.015312315896
VNM,Imports,GlOBPES,-0.018694624305
XAC,Imports,GlOBPES,-0.27208009362
ZAF,Imports,GlOBPES,-7.60330911725759E-0003
World,Imports,GlOBPES,-6.16165855899453E-0003
ARG,Household,NATPES,-6.31252257153392E-0003
BGD,Household,NATPES,-0.018757496029
BRAZIL,Household,NATPES,-8.57287738472223E-0003
C_C_Amer,Household,NATPES,5.44356973841786E-0003
CAN,Household,NATPES,4.75008011562750E-0004
CHIHKG,Household,NATPES,0.018835095689
COL,Household,NATPES,0.018222799525
E_Asia,Household,NATPES,0.017213348299
EGY,Household,NATPES,0.31620323658
ETH,Household,NATPES,-0.036297224462
EU27,Household,NATPES,3.75507911667228E-0003
IDN,Household,NATPES,0.056697867811
INDIA,Household,NATPES,0.0302099213
JAPAN,Household,NATPES,3.12335672788322E-0003
KOR,Household,NATPES,1.51854427531362E-0003
MAR,Household,NATPES,1.23940862249583E-0003
MDG,Household,NATPES,0.086672306061
MEAS_NAfr,Household,NATPES,0.074950926006
MEX,Household,NATPES,-2.83527420833707E-0004
MYS,Household,NATPES,-0.014871867374
NGA,Household,NATPES,-4.58077387884259E-0003
Oceania,Household,NATPES,9.50858928263187E-0003
Oth_CEE_CIS,Household,NATPES,0.024115024135
Oth_Europe,Household,NATPES,0.0128064733
PAK,Household,NATPES,-0.028753377497
PHL,Household,NATPES,0.038392420858
POL,Household,NATPES,0.045054327697
R_S_Asia,Household,NATPES,0.026621613652
R_SE_Asia,Household,NATPES,3.69668286293745E-0003
Russia,Household,NATPES,0.025018207729
S_o_Amer,Household,NATPES,0.020840002224
S_S_AFR,Household,NATPES,-0.030190220103
TUR,Household,NATPES,0.012728867121
USA,Household,NATPES,1.93490192759782E-0003
VNM,Household,NATPES,0.060378693044
XAC,Household,NATPES,0.074348293245
ZAF,Household,NATPES,-9.68512520194054E-0003
World,Household,NATPES,0.013696474023
ARG,Investment,NATPES,2.41195876151323E-0003
BGD,Investment,NATPES,3.50330863147974E-0003
BRAZIL,Investment,NATPES,2.82389484345913E-0003
C_C_Amer,Investment,NATPES,2.12197192013264E-0003
CAN,Investment,NATPES,2.40687932819128E-0003
CHIHKG,Investment,NATPES,5.07311802357435E-0003
COL,Investment,NATPES,4.21383092179894E-0003
E_Asia,Investment,NATPES,3.12743871472776E-0003
EGY,Investment,NATPES,1.37112278025597E-0003
ETH,Investment,NATPES,5.18410373479128E-0003
EU27,Investment,NATPES,2.15981574729085E-0003
IDN,Investment,NATPES,5.24612795561552E-0003
INDIA,Investment,NATPES,4.16430737823248E-0003
JAPAN,Investment,NATPES,2.32125516049564E-0003
KOR,Investment,NATPES,3.99546511471271E-0003
MAR,Investment,NATPES,6.31070369854569E-0003
MDG,Investment,NATPES,1.44609913695604E-0003
MEAS_NAfr,Investment,NATPES,3.99343995377421E-0003
MEX,Investment,NATPES,2.47307610698044E-0003
MYS,Investment,NATPES,3.27987037599087E-0003
NGA,Investment,NATPES,6.40376412775368E-0004
Oceania,Investment,NATPES,3.00649926066399E-0003
Oth_CEE_CIS,Investment,NATPES,3.10556869953871E-0003
Oth_Europe,Investment,NATPES,3.82236228324473E-0003
PAK,Investment,NATPES,2.21321964636445E-0003
PHL,Investment,NATPES,1.99619540944695E-0003
POL,Investment,NATPES,2.87910923361778E-0003
R_S_Asia,Investment,NATPES,4.26233280450106E-0003
R_SE_Asia,Investment,NATPES,5.39595168083906E-0003
Russia,Investment,NATPES,2.66888504847884E-0003
S_o_Amer,Investment,NATPES,3.54401208460331E-0003
S_S_AFR,Investment,NATPES,2.69305519759655E-0003
TUR,Investment,NATPES,2.53482162952423E-0003
USA,Investment,NATPES,2.33298912644386E-0003
VNM,Investment,NATPES,3.53238522075117E-0003
XAC,Investment,NATPES,4.26210957812145E-0004
ZAF,Investment,NATPES,1.79267558269203E-0003
World,Investment,NATPES,3.11547098681331E-0003
ARG,Government,NATPES,-6.20378646999598E-0003
BGD,Government,NATPES,-3.02559323608875E-0003
BRAZIL,Government,NATPES,-1.78167049307376E-0003
C_C_Amer,Government,NATPES,-7.18853319995105E-0004
CAN,Government,NATPES,-6.73679052852094E-0004
CHIHKG,Government,NATPES,7.62367038987577E-0004
COL,Government,NATPES,3.29990522004664E-0003
E_Asia,Government,NATPES,2.53267213702202E-0003
EGY,Government,NATPES,0.011584211141
ETH,Government,NATPES,-1.08408974483609E-0003
EU27,Government,NATPES,-9.49826440773904E-0004
IDN,Government,NATPES,2.70549627020955E-0003
INDIA,Government,NATPES,-2.21565319225192E-0003
JAPAN,Government,NATPES,-5.84097346290946E-0004
KOR,Government,NATPES,-1.58672322868370E-0004
MAR,Government,NATPES,-0.026252241805
MDG,Government,NATPES,6.71354180667549E-0004
MEAS_NAfr,Government,NATPES,0.014767481945
MEX,Government,NATPES,7.64517812058330E-0004
MYS,Government,NATPES,-1.27615523524582E-0003
NGA,Government,NATPES,1.82088918518275E-0003
Oceania,Government,NATPES,2.50980048440397E-0003
Oth_CEE_CIS,Government,NATPES,1.08898209873587E-0003
Oth_Europe,Government,NATPES,2.96142720617354E-0003
PAK,Government,NATPES,-8.40310286730528E-0003
PHL,Government,NATPES,5.01314236316830E-0004
POL,Government,NATPES,0.014534263872
R_S_Asia,Government,NATPES,-2.82783107832074E-0003
R_SE_Asia,Government,NATPES,-3.23366164229810E-0003
Russia,Government,NATPES,5.62004139646888E-0003
S_o_Amer,Government,NATPES,1.98973366059363E-0003
S_S_AFR,Government,NATPES,-1.92266027443111E-0003
TUR,Government,NATPES,-2.51843151636422E-0003
USA,Government,NATPES,2.05703603569418E-0004
VNM,Government,NATPES,1.52787310071290E-0003
XAC,Government,NATPES,-3.77683481201529E-0003
ZAF,Government,NATPES,-4.63879341259599E-0003
World,Government,NATPES,9.00644867215306E-0004
ARG,Exports,NATPES,0.044467639178
BGD,Exports,NATPES,-1.07826106250286E-0003
BRAZIL,Exports,NATPES,6.28211395815015E-0003
C_C_Amer,Exports,NATPES,0.017251839861
CAN,Exports,NATPES,-7.69553380087018E-0003
CHIHKG,Exports,NATPES,8.89752153307199E-0003
COL,Exports,NATPES,5.27099706232548E-0003
E_Asia,Exports,NATPES,-3.63719975575805E-0003
EGY,Exports,NATPES,-0.058851078153
ETH,Exports,NATPES,0.015142637305
EU27,Exports,NATPES,4.11760946735740E-0003
IDN,Exports,NATPES,-4.05451329424977E-0003
INDIA,Exports,NATPES,0.036333672702
JAPAN,Exports,NATPES,1.56383402645588E-0003
KOR,Exports,NATPES,-9.79944225400686E-0003
MAR,Exports,NATPES,0.0594025217
MDG,Exports,NATPES,0.015983957797
MEAS_NAfr,Exports,NATPES,1.74462737049907E-0003
MEX,Exports,NATPES,-2.72103562019765E-0003
MYS,Exports,NATPES,-0.022275377065
NGA,Exports,NATPES,8.17984924651682E-0004
Oceania,Exports,NATPES,-1.54550513252616E-0003
Oth_CEE_CIS,Exports,NATPES,0.010609086603
Oth_Europe,Exports,NATPES,-9.61347296833992E-0003
PAK,Exports,NATPES,0.053284127265
PHL,Exports,NATPES,-0.019777482376
POL,Exports,NATPES,4.55083278939128E-0003
R_S_Asia,Exports,NATPES,2.42922757752240E-0003
R_SE_Asia,Exports,NATPES,-3.96075658500195E-0003
Russia,Exports,NATPES,3.28603317029774E-0003
S_o_Amer,Exports,NATPES,0.011205412447
S_S_AFR,Exports,NATPES,-0.020074227825
TUR,Exports,NATPES,6.35275570675731E-0003
USA,Exports,NATPES,4.66058636084199E-0003
VNM,Exports,NATPES,-0.021452710032
XAC,Exports,NATPES,-2.39694374613464E-0003
ZAF,Exports,NATPES,6.87617715448141E-0003
World,Exports,NATPES,4.31905360892415E-0003
ARG,IntnlMargins,NATPES,-1.12322431959910E-0005
BGD,IntnlMargins,NATPES,-1.21711977385530E-0007
BRAZIL,IntnlMargins,NATPES,1.18324045615736E-0004
C_C_Amer,IntnlMargins,NATPES,1.07957115687896E-0004
CAN,IntnlMargins,NATPES,8.11837890069000E-0005
CHIHKG,IntnlMargins,NATPES,-1.00418830697890E-0004
COL,IntnlMargins,NATPES,-5.09252749907319E-0005
E_Asia,IntnlMargins,NATPES,2.27899545279797E-0005
EGY,IntnlMargins,NATPES,-7.25668214727193E-0004
ETH,IntnlMargins,NATPES,1.31060625426471E-0003
EU27,IntnlMargins,NATPES,1.51065076352097E-0004
IDN,IntnlMargins,NATPES,-7.49870241634199E-0006
INDIA,IntnlMargins,NATPES,5.41790323040914E-0005
JAPAN,IntnlMargins,NATPES,3.58621065970510E-0004
KOR,IntnlMargins,NATPES,1.41744734719396E-0003
MAR,IntnlMargins,NATPES,5.25462324731052E-0004
MDG,IntnlMargins,NATPES,6.91888053552248E-0005
MEAS_NAfr,IntnlMargins,NATPES,-2.86622496787459E-0004
MEX,IntnlMargins,NATPES,3.29357026203070E-0005
MYS,IntnlMargins,NATPES,8.82133143022656E-0004
NGA,IntnlMargins,NATPES,-3.31967094098218E-0005
Oceania,IntnlMargins,NATPES,1.09169104689499E-0005
Oth_CEE_CIS,IntnlMargins,NATPES,1.14048714749515E-0004
Oth_Europe,IntnlMargins,NATPES,-3.59040423063561E-0005
PAK,IntnlMargins,NATPES,8.48221898195334E-0005
PHL,IntnlMargins,NATPES,-1.29267382362741E-0005
POL,IntnlMargins,NATPES,-4.95375134050846E-0004
R_S_Asia,IntnlMargins,NATPES,1.07067375211045E-0004
R_SE_Asia,IntnlMargins,NATPES,1.30757992155850E-0003
Russia,IntnlMargins,NATPES,-1.03736500022933E-0004
S_o_Amer,IntnlMargins,NATPES,-7.24280107533559E-0006
S_S_AFR,IntnlMargins,NATPES,4.17403265601024E-0004
TUR,IntnlMargins,NATPES,2.09369100048207E-0005
USA,IntnlMargins,NATPES,5.45346956641879E-0005
VNM,IntnlMargins,NATPES,-1.18786243547220E-0004
XAC,IntnlMargins,NATPES,-4.91282480652444E-0006
ZAF,IntnlMargins,NATPES,1.46241472975817E-0005
World,IntnlMargins,NATPES,6.72489040880464E-0005
ARG,Imports,NATPES,-4.96332021430135E-0003
BGD,Imports,NATPES,-0.038393080235
BRAZIL,Imports,NATPES,0.010651051067
C_C_Amer,Imports,NATPES,8.62948363646865E-0004
CAN,Imports,NATPES,1.44693988841027E-0003
CHIHKG,Imports,NATPES,-4.46738954633474E-0003
COL,Imports,NATPES,-0.018240559846
E_Asia,Imports,NATPES,-0.011367970146
EGY,Imports,NATPES,-6.84587378054857E-0003
ETH,Imports,NATPES,0.053997766227
EU27,Imports,NATPES,-3.02911177277565E-0003
IDN,Imports,NATPES,-0.021729052067
INDIA,Imports,NATPES,-8.90237372368574E-0003
JAPAN,Imports,NATPES,-7.35742214601487E-0004
KOR,Imports,NATPES,0.011692545377
MAR,Imports,NATPES,0.030102606863
MDG,Imports,NATPES,-0.023128833622
MEAS_NAfr,Imports,NATPES,-0.030073421076
MEX,Imports,NATPES,-2.79990513809025E-0003
MYS,Imports,NATPES,-0.025160262361
NGA,Imports,NATPES,-0.010076851584
Oceania,Imports,NATPES,-4.81861876323819E-0003
Oth_CEE_CIS,Imports,NATPES,-4.96024172753096E-0003
Oth_Europe,Imports,NATPES,-6.73621054738760E-0003
PAK,Imports,NATPES,-0.057089284062
PHL,Imports,NATPES,7.20515614375472E-0003
POL,Imports,NATPES,0.015427541919
R_S_Asia,Imports,NATPES,-0.014072283171
R_SE_Asia,Imports,NATPES,3.71039984747767E-0003
Russia,Imports,NATPES,-0.021045967937
S_o_Amer,Imports,NATPES,-5.30230533331633E-0003
S_S_AFR,Imports,NATPES,2.95969331637025E-0003
TUR,Imports,NATPES,-6.14383490756154E-0003
USA,Imports,NATPES,9.33879055082798E-0004
VNM,Imports,NATPES,-0.037487119436
XAC,Imports,NATPES,-0.036073755473
ZAF,Imports,NATPES,2.43497104384005E-0003
World,Imports,NATPES,-4.47951350361109E-0003
ARG,Household,SRLand,0.013641561382
BGD,Household,SRLand,-0.042122561485
BRAZIL,Household,SRLand,2.61435098946095E-0003
C_C_Amer,Household,SRLand,0.056780740619
CAN,Household,SRLand,-9.58412140607834E-0003
CHIHKG,Household,SRLand,0.015163835138
COL,Household,SRLand,0.018657851964
E_Asia,Household,SRLand,2.87313503213227E-0003
