ENDW,AACT,AREGWLD,FACRES,SCEN,Value
AEZ15,MinManuf,World,pfe,GPESSRRnD20,-10.339617729
AEZ16,MinManuf,World,pfe,GPESSRRnD20,-7.9690322876
AEZ17,MinManuf,World,pfe,GPESSRRnD20,-17.771270752
AEZ18,MinManuf,World,pfe,GPESSRRnD20,-18.914178848
UnSkLab,MinManuf,World,pfe,GPESSRRnD20,0.15293310583
SkLab,MinManuf,World,pfe,GPESSRRnD20,0.10730157048
Capital,MinManuf,World,pfe,GPESSRRnD20,0.18603603542
NatRes,MinManuf,World,pfe,GPESSRRnD20,0.61243444681
AEZ1,Services,World,pfe,GPESSRRnD20,-8.5451965332
AEZ2,Services,World,pfe,GPESSRRnD20,-3.9306957722
AEZ3,Services,World,pfe,GPESSRRnD20,-3.0605552197
AEZ4,Services,World,pfe,GPESSRRnD20,-2.0774414539
AEZ5,Services,World,pfe,GPESSRRnD20,-3.3080561161
AEZ6,Services,World,pfe,GPESSRRnD20,-0.59848153591
AEZ7,Services,World,pfe,GPESSRRnD20,-5.7756361961
AEZ8,Services,World,pfe,GPESSRRnD20,-7.2310938835
AEZ9,Services,World,pfe,GPESSRRnD20,-7.7377462387
AEZ10,Services,World,pfe,GPESSRRnD20,-8.8207178116
AEZ11,Services,World,pfe,GPESSRRnD20,-8.0822601318
AEZ12,Services,World,pfe,GPESSRRnD20,-8.5686016083
AEZ13,Services,World,pfe,GPESSRRnD20,-12.074836731
AEZ14,Services,World,pfe,GPESSRRnD20,-10.368124962
AEZ15,Services,World,pfe,GPESSRRnD20,-10.339617729
AEZ16,Services,World,pfe,GPESSRRnD20,-7.9690322876
AEZ17,Services,World,pfe,GPESSRRnD20,-17.771270752
AEZ18,Services,World,pfe,GPESSRRnD20,-18.914178848
UnSkLab,Services,World,pfe,GPESSRRnD20,0.15293310583
SkLab,Services,World,pfe,GPESSRRnD20,0.10730157048
Capital,Services,World,pfe,GPESSRRnD20,0.18603603542
NatRes,Services,World,pfe,GPESSRRnD20,0.61243444681
AEZ1,AgrFishFor,HighIncome,qfe,GPESSRRnD20,0.055555265397
AEZ2,AgrFishFor,HighIncome,qfe,GPESSRRnD20,-0.1225194335
AEZ3,AgrFishFor,HighIncome,qfe,GPESSRRnD20,-0.80237358809
AEZ4,AgrFishFor,HighIncome,qfe,GPESSRRnD20,-0.71199381351
AEZ5,AgrFishFor,HighIncome,qfe,GPESSRRnD20,-0.34913828969
AEZ6,AgrFishFor,HighIncome,qfe,GPESSRRnD20,-0.099486485124
AEZ7,AgrFishFor,HighIncome,qfe,GPESSRRnD20,-7.59787857532501E-0003
AEZ8,AgrFishFor,HighIncome,qfe,GPESSRRnD20,-0.2503195107
AEZ9,AgrFishFor,HighIncome,qfe,GPESSRRnD20,-1.857115984
AEZ10,AgrFishFor,HighIncome,qfe,GPESSRRnD20,-0.57465577126
AEZ11,AgrFishFor,HighIncome,qfe,GPESSRRnD20,-0.015500890091
AEZ12,AgrFishFor,HighIncome,qfe,GPESSRRnD20,-0.062270540744
AEZ13,AgrFishFor,HighIncome,qfe,GPESSRRnD20,0.1348246187
AEZ14,AgrFishFor,HighIncome,qfe,GPESSRRnD20,0.24385257065
AEZ15,AgrFishFor,HighIncome,qfe,GPESSRRnD20,0.39725095034
AEZ16,AgrFishFor,HighIncome,qfe,GPESSRRnD20,0.38365364075
AEZ17,AgrFishFor,HighIncome,qfe,GPESSRRnD20,0.39725098014
AEZ18,AgrFishFor,HighIncome,qfe,GPESSRRnD20,0.39725098014
UnSkLab,AgrFishFor,HighIncome,qfe,GPESSRRnD20,-1.1617840528
SkLab,AgrFishFor,HighIncome,qfe,GPESSRRnD20,-0.97944003344
Capital,AgrFishFor,HighIncome,qfe,GPESSRRnD20,-0.39400991797
NatRes,AgrFishFor,HighIncome,qfe,GPESSRRnD20,0.36046823859
AEZ1,MinManuf,HighIncome,qfe,GPESSRRnD20,3.8536455631
AEZ2,MinManuf,HighIncome,qfe,GPESSRRnD20,3.8267533779
AEZ3,MinManuf,HighIncome,qfe,GPESSRRnD20,0.28643760085
AEZ4,MinManuf,HighIncome,qfe,GPESSRRnD20,0.63289624453
AEZ5,MinManuf,HighIncome,qfe,GPESSRRnD20,0.95767885447
AEZ6,MinManuf,HighIncome,qfe,GPESSRRnD20,0.93426156044
AEZ7,MinManuf,HighIncome,qfe,GPESSRRnD20,0.94378626347
AEZ8,MinManuf,HighIncome,qfe,GPESSRRnD20,0.8228623271
AEZ9,MinManuf,HighIncome,qfe,GPESSRRnD20,0.22591738403
AEZ10,MinManuf,HighIncome,qfe,GPESSRRnD20,0.38864219189
AEZ11,MinManuf,HighIncome,qfe,GPESSRRnD20,0.83662462234
AEZ12,MinManuf,HighIncome,qfe,GPESSRRnD20,1.3126393557
AEZ13,MinManuf,HighIncome,qfe,GPESSRRnD20,2.2190093994
AEZ14,MinManuf,HighIncome,qfe,GPESSRRnD20,2.2221560478
AEZ15,MinManuf,HighIncome,qfe,GPESSRRnD20,3.9786102772
AEZ16,MinManuf,HighIncome,qfe,GPESSRRnD20,3.8618671894
AEZ17,MinManuf,HighIncome,qfe,GPESSRRnD20,3.978610754
AEZ18,MinManuf,HighIncome,qfe,GPESSRRnD20,3.9786109924
UnSkLab,MinManuf,HighIncome,qfe,GPESSRRnD20,-0.1621363759
SkLab,MinManuf,HighIncome,qfe,GPESSRRnD20,0.053089614958
Capital,MinManuf,HighIncome,qfe,GPESSRRnD20,-0.15349556506
NatRes,MinManuf,HighIncome,qfe,GPESSRRnD20,-0.12619145215
AEZ1,Services,HighIncome,qfe,GPESSRRnD20,5.1180434227
AEZ2,Services,HighIncome,qfe,GPESSRRnD20,5.0831923485
AEZ3,Services,HighIncome,qfe,GPESSRRnD20,0.51738071442
AEZ4,Services,HighIncome,qfe,GPESSRRnD20,0.96222817898
AEZ5,Services,HighIncome,qfe,GPESSRRnD20,1.3796343803
AEZ6,Services,HighIncome,qfe,GPESSRRnD20,1.3495260477
AEZ7,Services,HighIncome,qfe,GPESSRRnD20,1.3617719412
AEZ8,Services,HighIncome,qfe,GPESSRRnD20,1.2063243389
AEZ9,Services,HighIncome,qfe,GPESSRRnD20,0.43971776962
AEZ10,Services,HighIncome,qfe,GPESSRRnD20,0.64856511354
AEZ11,Services,HighIncome,qfe,GPESSRRnD20,1.2240129709
AEZ12,Services,HighIncome,qfe,GPESSRRnD20,1.8362557888
AEZ13,Services,HighIncome,qfe,GPESSRRnD20,3.004242897
AEZ14,Services,HighIncome,qfe,GPESSRRnD20,3.0083024502
AEZ15,Services,HighIncome,qfe,GPESSRRnD20,5.2800254822
AEZ16,Services,HighIncome,qfe,GPESSRRnD20,5.128698349
AEZ17,Services,HighIncome,qfe,GPESSRRnD20,5.2800264359
AEZ18,Services,HighIncome,qfe,GPESSRRnD20,5.2800264359
UnSkLab,Services,HighIncome,qfe,GPESSRRnD20,0.072965562344
SkLab,Services,HighIncome,qfe,GPESSRRnD20,0.38376200199
Capital,Services,HighIncome,qfe,GPESSRRnD20,0.095486372709
NatRes,Services,HighIncome,qfe,GPESSRRnD20,0.029554963112
AEZ1,AgrFishFor,MidIncome,qfe,GPESSRRnD20,0.1858266294
AEZ2,AgrFishFor,MidIncome,qfe,GPESSRRnD20,-8.17089993506670E-0003
AEZ3,AgrFishFor,MidIncome,qfe,GPESSRRnD20,-0.028031563386
AEZ4,AgrFishFor,MidIncome,qfe,GPESSRRnD20,-0.13842877746
AEZ5,AgrFishFor,MidIncome,qfe,GPESSRRnD20,-0.21552717686
AEZ6,AgrFishFor,MidIncome,qfe,GPESSRRnD20,-1.6954549551
AEZ7,AgrFishFor,MidIncome,qfe,GPESSRRnD20,-0.074589028955
AEZ8,AgrFishFor,MidIncome,qfe,GPESSRRnD20,-0.097351692617
AEZ9,AgrFishFor,MidIncome,qfe,GPESSRRnD20,-0.070016525686
AEZ10,AgrFishFor,MidIncome,qfe,GPESSRRnD20,-0.048093341291
AEZ11,AgrFishFor,MidIncome,qfe,GPESSRRnD20,-0.023114789277
AEZ12,AgrFishFor,MidIncome,qfe,GPESSRRnD20,-0.035649739206
AEZ13,AgrFishFor,MidIncome,qfe,GPESSRRnD20,0.26995626092
AEZ14,AgrFishFor,MidIncome,qfe,GPESSRRnD20,0.13857226074
AEZ15,AgrFishFor,MidIncome,qfe,GPESSRRnD20,-0.079490080476
AEZ16,AgrFishFor,MidIncome,qfe,GPESSRRnD20,0.12496361136
AEZ17,AgrFishFor,MidIncome,qfe,GPESSRRnD20,0.87557429075
AEZ18,AgrFishFor,MidIncome,qfe,GPESSRRnD20,1.0306861401
UnSkLab,AgrFishFor,MidIncome,qfe,GPESSRRnD20,-0.71648436785
SkLab,AgrFishFor,MidIncome,qfe,GPESSRRnD20,-0.83824443817
Capital,AgrFishFor,MidIncome,qfe,GPESSRRnD20,-0.21298334002
NatRes,AgrFishFor,MidIncome,qfe,GPESSRRnD20,0.18166202307
AEZ1,MinManuf,MidIncome,qfe,GPESSRRnD20,5.1557035446
AEZ2,MinManuf,MidIncome,qfe,GPESSRRnD20,5.1642541885
AEZ3,MinManuf,MidIncome,qfe,GPESSRRnD20,4.1283621788
AEZ4,MinManuf,MidIncome,qfe,GPESSRRnD20,2.8682982922
AEZ5,MinManuf,MidIncome,qfe,GPESSRRnD20,2.8060941696
AEZ6,MinManuf,MidIncome,qfe,GPESSRRnD20,1.9053755999
AEZ7,MinManuf,MidIncome,qfe,GPESSRRnD20,4.1513299942
AEZ8,MinManuf,MidIncome,qfe,GPESSRRnD20,4.0320096016
AEZ9,MinManuf,MidIncome,qfe,GPESSRRnD20,3.219537735
AEZ10,MinManuf,MidIncome,qfe,GPESSRRnD20,2.9762403965
AEZ11,MinManuf,MidIncome,qfe,GPESSRRnD20,1.9371451139
AEZ12,MinManuf,MidIncome,qfe,GPESSRRnD20,1.8643580675
AEZ13,MinManuf,MidIncome,qfe,GPESSRRnD20,4.1539883614
AEZ14,MinManuf,MidIncome,qfe,GPESSRRnD20,3.7446246147
AEZ15,MinManuf,MidIncome,qfe,GPESSRRnD20,3.6965250969
AEZ16,MinManuf,MidIncome,qfe,GPESSRRnD20,4.9568510056
AEZ17,MinManuf,MidIncome,qfe,GPESSRRnD20,5.1959605217
AEZ18,MinManuf,MidIncome,qfe,GPESSRRnD20,5.0961179733
UnSkLab,MinManuf,MidIncome,qfe,GPESSRRnD20,0.01015763171
SkLab,MinManuf,MidIncome,qfe,GPESSRRnD20,0.034060198814
Capital,MinManuf,MidIncome,qfe,GPESSRRnD20,-0.064913876355
NatRes,MinManuf,MidIncome,qfe,GPESSRRnD20,-0.02845335193
AEZ1,Services,MidIncome,qfe,GPESSRRnD20,6.688521862
AEZ2,Services,MidIncome,qfe,GPESSRRnD20,6.6996297836
AEZ3,Services,MidIncome,qfe,GPESSRRnD20,5.3557572365
AEZ4,Services,MidIncome,qfe,GPESSRRnD20,3.7261135578
AEZ5,Services,MidIncome,qfe,GPESSRRnD20,3.6458098888
AEZ6,Services,MidIncome,qfe,GPESSRRnD20,2.48452878
AEZ7,Services,MidIncome,qfe,GPESSRRnD20,5.3855133057
AEZ8,Services,MidIncome,qfe,GPESSRRnD20,5.2309470177
AEZ9,Services,MidIncome,qfe,GPESSRRnD20,4.179813385
AEZ10,Services,MidIncome,qfe,GPESSRRnD20,3.8654975891
AEZ11,Services,MidIncome,qfe,GPESSRRnD20,2.5254397392
AEZ12,Services,MidIncome,qfe,GPESSRRnD20,2.4317140579
AEZ13,Services,MidIncome,qfe,GPESSRRnD20,5.3889565468
AEZ14,Services,MidIncome,qfe,GPESSRRnD20,4.858880043
AEZ15,Services,MidIncome,qfe,GPESSRRnD20,4.7966341972
AEZ16,Services,MidIncome,qfe,GPESSRRnD20,6.4302654266
AEZ17,Services,MidIncome,qfe,GPESSRRnD20,6.740819931
AEZ18,Services,MidIncome,qfe,GPESSRRnD20,6.6111187935
UnSkLab,Services,MidIncome,qfe,GPESSRRnD20,0.040760625154
SkLab,Services,MidIncome,qfe,GPESSRRnD20,0.16876332462
Capital,Services,MidIncome,qfe,GPESSRRnD20,0.043046228588
NatRes,Services,MidIncome,qfe,GPESSRRnD20,-0.12348837405
AEZ1,AgrFishFor,LowIncome,qfe,GPESSRRnD20,3.2158989906
AEZ2,AgrFishFor,LowIncome,qfe,GPESSRRnD20,3.2019155025
AEZ3,AgrFishFor,LowIncome,qfe,GPESSRRnD20,2.6713531017
AEZ4,AgrFishFor,LowIncome,qfe,GPESSRRnD20,2.8710029125
AEZ5,AgrFishFor,LowIncome,qfe,GPESSRRnD20,2.4592573643
AEZ6,AgrFishFor,LowIncome,qfe,GPESSRRnD20,1.4630376101
AEZ7,AgrFishFor,LowIncome,qfe,GPESSRRnD20,0.60229116678
AEZ8,AgrFishFor,LowIncome,qfe,GPESSRRnD20,-0.22228483856
AEZ9,AgrFishFor,LowIncome,qfe,GPESSRRnD20,-0.13127031922
AEZ10,AgrFishFor,LowIncome,qfe,GPESSRRnD20,-0.20271629095
AEZ11,AgrFishFor,LowIncome,qfe,GPESSRRnD20,-0.14618255198
AEZ12,AgrFishFor,LowIncome,qfe,GPESSRRnD20,-0.48437219858
AEZ13,AgrFishFor,LowIncome,qfe,GPESSRRnD20,2.6835734844
AEZ14,AgrFishFor,LowIncome,qfe,GPESSRRnD20,0.91231226921
AEZ15,AgrFishFor,LowIncome,qfe,GPESSRRnD20,0.42296156287
AEZ16,AgrFishFor,LowIncome,qfe,GPESSRRnD20,1.531056881
AEZ17,AgrFishFor,LowIncome,qfe,GPESSRRnD20,3.1876153946
AEZ18,AgrFishFor,LowIncome,qfe,GPESSRRnD20,3.8423774242
UnSkLab,AgrFishFor,LowIncome,qfe,GPESSRRnD20,-0.57348555326
SkLab,AgrFishFor,LowIncome,qfe,GPESSRRnD20,-0.74555677176
Capital,AgrFishFor,LowIncome,qfe,GPESSRRnD20,-0.54035931826
NatRes,AgrFishFor,LowIncome,qfe,GPESSRRnD20,-0.099709399045
AEZ1,MinManuf,LowIncome,qfe,GPESSRRnD20,7.8316316605
AEZ2,MinManuf,LowIncome,qfe,GPESSRRnD20,7.8779726028
AEZ3,MinManuf,LowIncome,qfe,GPESSRRnD20,7.8792171478
AEZ4,MinManuf,LowIncome,qfe,GPESSRRnD20,7.9001970291
AEZ5,MinManuf,LowIncome,qfe,GPESSRRnD20,7.736685276
AEZ6,MinManuf,LowIncome,qfe,GPESSRRnD20,5.664481163
AEZ7,MinManuf,LowIncome,qfe,GPESSRRnD20,7.7874407768
AEZ8,MinManuf,LowIncome,qfe,GPESSRRnD20,7.4407434464
AEZ9,MinManuf,LowIncome,qfe,GPESSRRnD20,2.5887277126
AEZ10,MinManuf,LowIncome,qfe,GPESSRRnD20,1.1036175489
AEZ11,MinManuf,LowIncome,qfe,GPESSRRnD20,3.3424861431
AEZ12,MinManuf,LowIncome,qfe,GPESSRRnD20,3.783662796
AEZ13,MinManuf,LowIncome,qfe,GPESSRRnD20,7.836332798
AEZ14,MinManuf,LowIncome,qfe,GPESSRRnD20,5.0994334221
AEZ15,MinManuf,LowIncome,qfe,GPESSRRnD20,2.6272850037
AEZ16,MinManuf,LowIncome,qfe,GPESSRRnD20,3.7704360485
AEZ17,MinManuf,LowIncome,qfe,GPESSRRnD20,7.7118620872
AEZ18,MinManuf,LowIncome,qfe,GPESSRRnD20,7.9444255829
UnSkLab,MinManuf,LowIncome,qfe,GPESSRRnD20,0.14737391472
SkLab,MinManuf,LowIncome,qfe,GPESSRRnD20,0.16243606806
Capital,MinManuf,LowIncome,qfe,GPESSRRnD20,0.14912773669
NatRes,MinManuf,LowIncome,qfe,GPESSRRnD20,6.00648298859596E-0003
AEZ1,Services,LowIncome,qfe,GPESSRRnD20,10.073777199
AEZ2,Services,LowIncome,qfe,GPESSRRnD20,10.134348869
AEZ3,Services,LowIncome,qfe,GPESSRRnD20,10.13597393
AEZ4,Services,LowIncome,qfe,GPESSRRnD20,10.163399696
AEZ5,Services,LowIncome,qfe,GPESSRRnD20,9.9496936798
AEZ6,Services,LowIncome,qfe,GPESSRRnD20,7.249250412
AEZ7,Services,LowIncome,qfe,GPESSRRnD20,10.016021729
AEZ8,Services,LowIncome,qfe,GPESSRRnD20,9.5631313324
AEZ9,Services,LowIncome,qfe,GPESSRRnD20,3.2683773041
AEZ10,Services,LowIncome,qfe,GPESSRRnD20,1.3581223488
AEZ11,Services,LowIncome,qfe,GPESSRRnD20,4.2408943176
AEZ12,Services,LowIncome,qfe,GPESSRRnD20,4.8110337257
AEZ13,Services,LowIncome,qfe,GPESSRRnD20,10.079920769
AEZ14,Services,LowIncome,qfe,GPESSRRnD20,6.5154571533
AEZ15,Services,LowIncome,qfe,GPESSRRnD20,3.3180766106
AEZ16,Services,LowIncome,qfe,GPESSRRnD20,4.7939310074
AEZ17,Services,LowIncome,qfe,GPESSRRnD20,9.9172534943
AEZ18,Services,LowIncome,qfe,GPESSRRnD20,10.221224785
UnSkLab,Services,LowIncome,qfe,GPESSRRnD20,-2.41548987105489E-0003
SkLab,Services,LowIncome,qfe,GPESSRRnD20,5.11909415945411E-0003
Capital,Services,LowIncome,qfe,GPESSRRnD20,-2.07329122349620E-0003
NatRes,Services,LowIncome,qfe,GPESSRRnD20,-0.36701369286
AEZ1,AgrFishFor,World,qfe,GPESSRRnD20,-0.020993476734
AEZ2,AgrFishFor,World,qfe,GPESSRRnD20,-0.05525066331
AEZ3,AgrFishFor,World,qfe,GPESSRRnD20,-0.13142666221
AEZ4,AgrFishFor,World,qfe,GPESSRRnD20,-0.25900509953
AEZ5,AgrFishFor,World,qfe,GPESSRRnD20,-0.23749195039
AEZ6,AgrFishFor,World,qfe,GPESSRRnD20,-1.5402425528
AEZ7,AgrFishFor,World,qfe,GPESSRRnD20,-0.094914086163
AEZ8,AgrFishFor,World,qfe,GPESSRRnD20,-0.15826229751
AEZ9,AgrFishFor,World,qfe,GPESSRRnD20,-0.1299701184
AEZ10,AgrFishFor,World,qfe,GPESSRRnD20,-0.13095007837
AEZ11,AgrFishFor,World,qfe,GPESSRRnD20,-0.106016092
AEZ12,AgrFishFor,World,qfe,GPESSRRnD20,-0.086306832731
AEZ13,AgrFishFor,World,qfe,GPESSRRnD20,-9.34714800678194E-0004
AEZ14,AgrFishFor,World,qfe,GPESSRRnD20,-0.03004921414
AEZ15,AgrFishFor,World,qfe,GPESSRRnD20,-0.12558208406
AEZ16,AgrFishFor,World,qfe,GPESSRRnD20,-1.69692793861032E-0003
AEZ17,AgrFishFor,World,qfe,GPESSRRnD20,-7.07893548224092E-0007
AEZ18,AgrFishFor,World,qfe,GPESSRRnD20,-2.30252703659062E-0006
AEZ1,MinManuf,World,qfe,GPESSRRnD20,-0.020993476734
AEZ2,MinManuf,World,qfe,GPESSRRnD20,-0.05525066331
AEZ3,MinManuf,World,qfe,GPESSRRnD20,-0.13142666221
AEZ4,MinManuf,World,qfe,GPESSRRnD20,-0.25900509953
AEZ5,MinManuf,World,qfe,GPESSRRnD20,-0.23749195039
AEZ6,MinManuf,World,qfe,GPESSRRnD20,-1.5402425528
AEZ7,MinManuf,World,qfe,GPESSRRnD20,-0.094914086163
AEZ8,MinManuf,World,qfe,GPESSRRnD20,-0.15826229751
AEZ9,MinManuf,World,qfe,GPESSRRnD20,-0.1299701184
AEZ10,MinManuf,World,qfe,GPESSRRnD20,-0.13095007837
AEZ11,MinManuf,World,qfe,GPESSRRnD20,-0.106016092
AEZ12,MinManuf,World,qfe,GPESSRRnD20,-0.086306832731
AEZ13,MinManuf,World,qfe,GPESSRRnD20,-9.34714800678194E-0004
AEZ14,MinManuf,World,qfe,GPESSRRnD20,-0.03004921414
AEZ15,MinManuf,World,qfe,GPESSRRnD20,-0.12558208406
AEZ16,MinManuf,World,qfe,GPESSRRnD20,-1.69692793861032E-0003
AEZ17,MinManuf,World,qfe,GPESSRRnD20,-7.07893548224092E-0007
AEZ18,MinManuf,World,qfe,GPESSRRnD20,-2.30252703659062E-0006
AEZ1,Services,World,qfe,GPESSRRnD20,-0.020993476734
AEZ2,Services,World,qfe,GPESSRRnD20,-0.05525066331
AEZ3,Services,World,qfe,GPESSRRnD20,-0.13142666221
AEZ4,Services,World,qfe,GPESSRRnD20,-0.25900509953
AEZ5,Services,World,qfe,GPESSRRnD20,-0.23749195039
AEZ6,Services,World,qfe,GPESSRRnD20,-1.5402425528
AEZ7,Services,World,qfe,GPESSRRnD20,-0.094914086163
AEZ8,Services,World,qfe,GPESSRRnD20,-0.15826229751
AEZ9,Services,World,qfe,GPESSRRnD20,-0.1299701184
AEZ10,Services,World,qfe,GPESSRRnD20,-0.13095007837
AEZ11,Services,World,qfe,GPESSRRnD20,-0.106016092
AEZ12,Services,World,qfe,GPESSRRnD20,-0.086306832731
AEZ13,Services,World,qfe,GPESSRRnD20,-9.34714800678194E-0004
AEZ14,Services,World,qfe,GPESSRRnD20,-0.03004921414
AEZ15,Services,World,qfe,GPESSRRnD20,-0.12558208406
AEZ16,Services,World,qfe,GPESSRRnD20,-1.69692793861032E-0003
AEZ17,Services,World,qfe,GPESSRRnD20,-7.07893548224092E-0007
AEZ18,Services,World,qfe,GPESSRRnD20,-2.30252703659062E-0006
AEZ1,AgrFishFor,HighIncome,pfe,BAU_aESRigid,-0.26973554492
AEZ2,AgrFishFor,HighIncome,pfe,BAU_aESRigid,1.5238354206
AEZ3,AgrFishFor,HighIncome,pfe,BAU_aESRigid,0.20153659582
AEZ4,AgrFishFor,HighIncome,pfe,BAU_aESRigid,-1.2049137354
AEZ5,AgrFishFor,HighIncome,pfe,BAU_aESRigid,6.1039791107
AEZ6,AgrFishFor,HighIncome,pfe,BAU_aESRigid,8.0654335022
AEZ7,AgrFishFor,HighIncome,pfe,BAU_aESRigid,-2.001543045
AEZ8,AgrFishFor,HighIncome,pfe,BAU_aESRigid,-1.1051911116
AEZ9,AgrFishFor,HighIncome,pfe,BAU_aESRigid,0.74435931444
AEZ10,AgrFishFor,HighIncome,pfe,BAU_aESRigid,0.61669498682
AEZ11,AgrFishFor,HighIncome,pfe,BAU_aESRigid,1.2329416275
AEZ12,AgrFishFor,HighIncome,pfe,BAU_aESRigid,3.0183887482
AEZ13,AgrFishFor,HighIncome,pfe,BAU_aESRigid,-0.61585056782
AEZ14,AgrFishFor,HighIncome,pfe,BAU_aESRigid,-0.62368005514
AEZ15,AgrFishFor,HighIncome,pfe,BAU_aESRigid,-0.63397377729
AEZ16,AgrFishFor,HighIncome,pfe,BAU_aESRigid,-0.61403775215
AEZ17,AgrFishFor,HighIncome,pfe,BAU_aESRigid,-0.63397377729
AEZ18,AgrFishFor,HighIncome,pfe,BAU_aESRigid,-0.63397377729
UnSkLab,AgrFishFor,HighIncome,pfe,BAU_aESRigid,-1.2897462845
SkLab,AgrFishFor,HighIncome,pfe,BAU_aESRigid,-1.1974425316
Capital,AgrFishFor,HighIncome,pfe,BAU_aESRigid,-1.0992757082
NatRes,AgrFishFor,HighIncome,pfe,BAU_aESRigid,15.408679008
AEZ1,MinManuf,HighIncome,pfe,BAU_aESRigid,-5.1923661232
AEZ2,MinManuf,HighIncome,pfe,BAU_aESRigid,-4.9031643867
AEZ3,MinManuf,HighIncome,pfe,BAU_aESRigid,-5.0252141953
AEZ4,MinManuf,HighIncome,pfe,BAU_aESRigid,-3.8644287586
AEZ5,MinManuf,HighIncome,pfe,BAU_aESRigid,-2.1352760792
AEZ6,MinManuf,HighIncome,pfe,BAU_aESRigid,-1.7349874973
AEZ7,MinManuf,HighIncome,pfe,BAU_aESRigid,-4.9126353264
AEZ8,MinManuf,HighIncome,pfe,BAU_aESRigid,-5.1559457779
AEZ9,MinManuf,HighIncome,pfe,BAU_aESRigid,-5.0965752602
AEZ10,MinManuf,HighIncome,pfe,BAU_aESRigid,-5.0641188622
AEZ11,MinManuf,HighIncome,pfe,BAU_aESRigid,-4.724132061
AEZ12,MinManuf,HighIncome,pfe,BAU_aESRigid,-2.1765868664
AEZ13,MinManuf,HighIncome,pfe,BAU_aESRigid,-4.8625254631
AEZ14,MinManuf,HighIncome,pfe,BAU_aESRigid,-4.8624281883
AEZ15,MinManuf,HighIncome,pfe,BAU_aESRigid,-4.9217786789
AEZ16,MinManuf,HighIncome,pfe,BAU_aESRigid,-4.8115258217
AEZ17,MinManuf,HighIncome,pfe,BAU_aESRigid,-4.9217786789
AEZ18,MinManuf,HighIncome,pfe,BAU_aESRigid,-4.9217786789
UnSkLab,MinManuf,HighIncome,pfe,BAU_aESRigid,-0.52303165197
SkLab,MinManuf,HighIncome,pfe,BAU_aESRigid,-1.0278791189
Capital,MinManuf,HighIncome,pfe,BAU_aESRigid,-1.177623868
NatRes,MinManuf,HighIncome,pfe,BAU_aESRigid,6.1080908775
AEZ1,Services,HighIncome,pfe,BAU_aESRigid,-2.7310025692
AEZ2,Services,HighIncome,pfe,BAU_aESRigid,-2.6124358177
AEZ3,Services,HighIncome,pfe,BAU_aESRigid,-2.6624462605
AEZ4,Services,HighIncome,pfe,BAU_aESRigid,-2.1883480549
AEZ5,Services,HighIncome,pfe,BAU_aESRigid,-1.4884374142
AEZ6,Services,HighIncome,pfe,BAU_aESRigid,-1.3274723291
AEZ7,Services,HighIncome,pfe,BAU_aESRigid,-2.6163156033
AEZ8,Services,HighIncome,pfe,BAU_aESRigid,-2.7160596848
AEZ9,Services,HighIncome,pfe,BAU_aESRigid,-2.6917066574
AEZ10,Services,HighIncome,pfe,BAU_aESRigid,-2.6783976555
AEZ11,Services,HighIncome,pfe,BAU_aESRigid,-2.5391440392
AEZ12,Services,HighIncome,pfe,BAU_aESRigid,-1.5050723553
AEZ13,Services,HighIncome,pfe,BAU_aESRigid,-2.595792532
AEZ14,Services,HighIncome,pfe,BAU_aESRigid,-2.5957522392
AEZ15,Services,HighIncome,pfe,BAU_aESRigid,-2.6200606823
AEZ16,Services,HighIncome,pfe,BAU_aESRigid,-2.5749106407
AEZ17,Services,HighIncome,pfe,BAU_aESRigid,-2.6200606823
AEZ18,Services,HighIncome,pfe,BAU_aESRigid,-2.6200606823
UnSkLab,Services,HighIncome,pfe,BAU_aESRigid,-0.87003910542
SkLab,Services,HighIncome,pfe,BAU_aESRigid,-1.0233492851
Capital,Services,HighIncome,pfe,BAU_aESRigid,-1.375195384
NatRes,Services,HighIncome,pfe,BAU_aESRigid,3.6121845245
AEZ1,AgrFishFor,MidIncome,pfe,BAU_aESRigid,-0.82896560431
AEZ2,AgrFishFor,MidIncome,pfe,BAU_aESRigid,0.81676775217
AEZ3,AgrFishFor,MidIncome,pfe,BAU_aESRigid,-1.7406111956
AEZ4,AgrFishFor,MidIncome,pfe,BAU_aESRigid,-1.154381156
AEZ5,AgrFishFor,MidIncome,pfe,BAU_aESRigid,0.68759393692
AEZ6,AgrFishFor,MidIncome,pfe,BAU_aESRigid,4.3716239929
AEZ7,AgrFishFor,MidIncome,pfe,BAU_aESRigid,-1.9081909657
AEZ8,AgrFishFor,MidIncome,pfe,BAU_aESRigid,-1.2679941654
AEZ9,AgrFishFor,MidIncome,pfe,BAU_aESRigid,-2.7232396603
AEZ10,AgrFishFor,MidIncome,pfe,BAU_aESRigid,-2.9684345722
AEZ11,AgrFishFor,MidIncome,pfe,BAU_aESRigid,-3.2437226772
AEZ12,AgrFishFor,MidIncome,pfe,BAU_aESRigid,-4.8094878197
AEZ13,AgrFishFor,MidIncome,pfe,BAU_aESRigid,-1.2442384958
AEZ14,AgrFishFor,MidIncome,pfe,BAU_aESRigid,0.23699381948
AEZ15,AgrFishFor,MidIncome,pfe,BAU_aESRigid,1.4646098614
AEZ16,AgrFishFor,MidIncome,pfe,BAU_aESRigid,2.4482638836
AEZ17,AgrFishFor,MidIncome,pfe,BAU_aESRigid,-1.8250960112
